payroll_id,employee_id,hospital_id,simulation_timestamp,gross_salary,net_salary,notes
55,55,,2025-04-25 12:00:00,5446.2296153846155,4356.983692307693,Bi-weekly salaried payout
56,56,,2025-04-25 12:00:00,7724.6861538461535,6179.748923076923,Bi-weekly salaried payout
57,57,,2025-04-25 12:00:00,7760.90076923077,6208.720615384616,Bi-weekly salaried payout
58,58,,2025-04-25 12:00:00,7722.9792307692305,6178.383384615385,Bi-weekly salaried payout
59,59,,2025-04-25 12:00:00,11308.578846153847,9046.863076923079,Bi-weekly salaried payout
60,60,,2025-04-25 12:00:00,6235.936923076923,4988.7495384615395,Bi-weekly salaried payout
61,61,,2025-04-25 12:00:00,2884.163076923077,2307.330461538462,Bi-weekly salaried payout
62,62,,2025-04-25 12:00:00,2132.0492307692307,1705.6393846153846,Bi-weekly salaried payout
63,63,,2025-04-25 12:00:00,8489.771538461539,6791.817230769231,Bi-weekly salaried payout
64,64,,2025-04-25 12:00:00,6003.966923076923,4803.173538461539,Bi-weekly salaried payout
65,65,,2025-04-25 12:00:00,7492.913076923077,5994.330461538462,Bi-weekly salaried payout
66,66,,2025-04-25 12:00:00,9049.308461538461,7239.44676923077,Bi-weekly salaried payout
67,67,,2025-04-25 12:00:00,3273.8507692307694,2619.0806153846156,Bi-weekly salaried payout
68,68,,2025-04-25 12:00:00,3752.3057692307693,3001.8446153846157,Bi-weekly salaried payout
69,69,,2025-04-25 12:00:00,4991.044615384615,3992.835692307692,Bi-weekly salaried payout
70,70,,2025-04-25 12:00:00,3766.32,3013.0560000000005,Bi-weekly salaried payout
71,71,,2025-04-25 12:00:00,8833.961153846154,7067.168923076923,Bi-weekly salaried payout
72,72,,2025-04-25 12:00:00,4390.252692307692,3512.202153846154,Bi-weekly salaried payout
73,73,,2025-04-25 12:00:00,11185.12423076923,8948.099384615385,Bi-weekly salaried payout
74,74,,2025-04-25 12:00:00,10845.493846153846,8676.395076923078,Bi-weekly salaried payout
75,75,,2025-04-25 12:00:00,11271.063846153846,9016.851076923076,Bi-weekly salaried payout
76,76,,2025-04-25 12:00:00,9622.348846153845,7697.879076923076,Bi-weekly salaried payout
77,77,,2025-04-25 12:00:00,9189.352307692308,7351.481846153847,Bi-weekly salaried payout
78,78,,2025-04-25 12:00:00,4641.050384615384,3712.8403076923078,Bi-weekly salaried payout
79,79,,2025-04-25 12:00:00,11389.227692307692,9111.382153846154,Bi-weekly salaried payout
80,80,,2025-04-25 12:00:00,8346.541538461539,6677.233230769231,Bi-weekly salaried payout
81,81,,2025-04-25 12:00:00,7500.817692307693,6000.654153846154,Bi-weekly salaried payout
82,82,,2025-04-25 12:00:00,3877.4465384615382,3101.9572307692306,Bi-weekly salaried payout
83,83,,2025-04-25 12:00:00,5918.098846153846,4734.479076923078,Bi-weekly salaried payout
84,84,,2025-04-25 12:00:00,3885.271923076923,3108.2175384615384,Bi-weekly salaried payout
85,85,,2025-04-25 12:00:00,2310.3896153846154,1848.3116923076923,Bi-weekly salaried payout
86,86,,2025-04-25 12:00:00,7277.808461538461,5822.246769230769,Bi-weekly salaried payout
87,87,,2025-04-25 12:00:00,9547.745384615384,7638.1963076923075,Bi-weekly salaried payout
88,88,,2025-04-25 12:00:00,7873.496153846154,6298.796923076923,Bi-weekly salaried payout
89,89,,2025-04-25 12:00:00,2404.298846153846,1923.439076923077,Bi-weekly salaried payout
90,90,,2025-04-25 12:00:00,5415.523076923077,4332.418461538461,Bi-weekly salaried payout
91,91,,2025-04-25 12:00:00,9718.234615384616,7774.587692307693,Bi-weekly salaried payout
92,92,,2025-04-25 12:00:00,11360.188846153846,9088.151076923077,Bi-weekly salaried payout
93,93,,2025-04-25 12:00:00,3861.1742307692307,3088.939384615385,Bi-weekly salaried payout
94,94,,2025-04-25 12:00:00,11074.343461538461,8859.47476923077,Bi-weekly salaried payout
95,95,,2025-04-25 12:00:00,2554.827307692308,2043.8618461538463,Bi-weekly salaried payout
96,96,,2025-04-25 12:00:00,4786.791923076923,3829.433538461539,Bi-weekly salaried payout
97,97,,2025-04-25 12:00:00,10427.932692307691,8342.346153846154,Bi-weekly salaried payout
98,98,,2025-04-25 12:00:00,4610.62,3688.496,Bi-weekly salaried payout
99,99,,2025-04-25 12:00:00,3000.300769230769,2400.2406153846155,Bi-weekly salaried payout
100,100,,2025-04-25 12:00:00,5705.2296153846155,4564.183692307693,Bi-weekly salaried payout
101,101,,2025-04-25 12:00:00,7403.716923076923,5922.973538461539,Bi-weekly salaried payout
102,102,,2025-04-25 12:00:00,11007.130384615384,8805.704307692307,Bi-weekly salaried payout
103,103,,2025-04-25 12:00:00,8108.026923076923,6486.421538461538,Bi-weekly salaried payout
104,104,,2025-04-25 12:00:00,5129.494230769231,4103.595384615385,Bi-weekly salaried payout
105,105,,2025-04-25 12:00:00,9861.895,7889.5160000000005,Bi-weekly salaried payout
106,106,,2025-04-25 12:00:00,8557.79576923077,6846.236615384616,Bi-weekly salaried payout
107,107,,2025-04-25 12:00:00,4583.988461538462,3667.1907692307695,Bi-weekly salaried payout
108,108,,2025-04-25 12:00:00,7670.797307692308,6136.637846153847,Bi-weekly salaried payout
109,109,,2025-04-25 12:00:00,7543.801923076923,6035.041538461539,Bi-weekly salaried payout
110,110,,2025-04-25 12:00:00,5962.735384615385,4770.188307692308,Bi-weekly salaried payout
111,111,,2025-04-25 12:00:00,11471.481538461538,9177.18523076923,Bi-weekly salaried payout
112,112,,2025-04-25 12:00:00,9319.773076923077,7455.818461538462,Bi-weekly salaried payout
113,113,,2025-04-25 12:00:00,9405.584615384616,7524.467692307693,Bi-weekly salaried payout
114,114,,2025-04-25 12:00:00,10843.05423076923,8674.443384615384,Bi-weekly salaried payout
115,115,,2025-04-25 12:00:00,8971.026153846155,7176.820923076924,Bi-weekly salaried payout
116,116,,2025-04-25 12:00:00,1863.4769230769232,1490.7815384615387,Bi-weekly salaried payout
117,117,,2025-04-25 12:00:00,8457.593846153846,6766.075076923077,Bi-weekly salaried payout
118,118,,2025-04-25 12:00:00,2537.045769230769,2029.6366153846154,Bi-weekly salaried payout
119,119,,2025-04-25 12:00:00,6815.002692307692,5452.002153846154,Bi-weekly salaried payout
120,120,,2025-04-25 12:00:00,6563.201153846154,5250.560923076923,Bi-weekly salaried payout
121,121,,2025-04-25 12:00:00,4729.276153846154,3783.420923076923,Bi-weekly salaried payout
122,122,,2025-04-25 12:00:00,9144.756923076922,7315.805538461538,Bi-weekly salaried payout
123,123,,2025-04-25 12:00:00,4337.126923076923,3469.701538461539,Bi-weekly salaried payout
124,124,,2025-04-25 12:00:00,9041.141153846154,7232.912923076924,Bi-weekly salaried payout
125,125,,2025-04-25 12:00:00,4933.215384615384,3946.5723076923077,Bi-weekly salaried payout
126,126,,2025-04-25 12:00:00,8337.78423076923,6670.227384615384,Bi-weekly salaried payout
127,127,,2025-04-25 12:00:00,1919.1092307692309,1535.2873846153848,Bi-weekly salaried payout
128,128,,2025-04-25 12:00:00,7789.1057692307695,6231.284615384616,Bi-weekly salaried payout
129,129,,2025-04-25 12:00:00,3573.511153846154,2858.8089230769233,Bi-weekly salaried payout
130,130,,2025-04-25 12:00:00,9978.665769230769,7982.932615384616,Bi-weekly salaried payout
131,131,,2025-04-25 12:00:00,9959.861538461539,7967.889230769231,Bi-weekly salaried payout
132,132,,2025-04-25 12:00:00,9376.688461538462,7501.35076923077,Bi-weekly salaried payout
133,133,,2025-04-25 12:00:00,10001.173461538461,8000.938769230769,Bi-weekly salaried payout
134,134,,2025-04-25 12:00:00,2612.5938461538462,2090.075076923077,Bi-weekly salaried payout
135,135,,2025-04-25 12:00:00,7860.3946153846155,6288.315692307693,Bi-weekly salaried payout
136,136,,2025-04-25 12:00:00,10380.531923076924,8304.425538461539,Bi-weekly salaried payout
137,137,,2025-04-25 12:00:00,8464.235,6771.388000000001,Bi-weekly salaried payout
138,138,,2025-04-25 12:00:00,7181.96,5745.568,Bi-weekly salaried payout
139,139,,2025-04-25 12:00:00,11158.743076923078,8926.994461538463,Bi-weekly salaried payout
140,140,,2025-04-25 12:00:00,11453.697307692308,9162.957846153846,Bi-weekly salaried payout
141,141,,2025-04-25 12:00:00,8491.260769230768,6793.008615384615,Bi-weekly salaried payout
142,142,,2025-04-25 12:00:00,9335.839615384615,7468.671692307693,Bi-weekly salaried payout
143,143,,2025-04-25 12:00:00,7964.361153846154,6371.488923076923,Bi-weekly salaried payout
144,144,,2025-04-25 12:00:00,5744.8103846153845,4595.848307692308,Bi-weekly salaried payout
145,145,,2025-04-25 12:00:00,5451.495,4361.196,Bi-weekly salaried payout
146,146,,2025-04-25 12:00:00,7826.63923076923,6261.311384615385,Bi-weekly salaried payout
147,147,,2025-04-25 12:00:00,7243.5203846153845,5794.816307692308,Bi-weekly salaried payout
148,148,,2025-04-25 12:00:00,7025.164230769231,5620.131384615385,Bi-weekly salaried payout
149,149,,2025-04-25 12:00:00,8690.307307692308,6952.245846153847,Bi-weekly salaried payout
150,150,,2025-04-25 12:00:00,8716.300384615384,6973.040307692308,Bi-weekly salaried payout
151,151,,2025-04-25 12:00:00,1964.8234615384615,1571.8587692307692,Bi-weekly salaried payout
152,152,,2025-04-25 12:00:00,10938.802307692307,8751.041846153847,Bi-weekly salaried payout
153,153,,2025-04-25 12:00:00,4328.726923076923,3462.981538461539,Bi-weekly salaried payout
154,154,,2025-04-25 12:00:00,2919.271153846154,2335.4169230769235,Bi-weekly salaried payout
155,155,,2025-04-25 12:00:00,4283.384615384615,3426.7076923076925,Bi-weekly salaried payout
156,156,,2025-04-25 12:00:00,8248.107692307693,6598.486153846155,Bi-weekly salaried payout
157,157,,2025-04-25 12:00:00,6420.764615384615,5136.6116923076925,Bi-weekly salaried payout
158,158,,2025-04-25 12:00:00,11347.09653846154,9077.677230769232,Bi-weekly salaried payout
159,159,,2025-04-25 12:00:00,9348.439615384616,7478.751692307693,Bi-weekly salaried payout
160,160,,2025-04-25 12:00:00,3107.737692307692,2486.190153846154,Bi-weekly salaried payout
161,161,,2025-04-25 12:00:00,6652.7726923076925,5322.218153846155,Bi-weekly salaried payout
162,162,,2025-04-25 12:00:00,7919.781538461539,6335.825230769231,Bi-weekly salaried payout
163,163,,2025-04-25 12:00:00,5479.183846153846,4383.347076923077,Bi-weekly salaried payout
164,164,,2025-04-25 12:00:00,4961.641923076923,3969.313538461539,Bi-weekly salaried payout
165,165,,2025-04-25 12:00:00,11411.237307692307,9128.989846153845,Bi-weekly salaried payout
166,166,,2025-04-25 12:00:00,4028.1023076923075,3222.481846153846,Bi-weekly salaried payout
167,167,,2025-04-25 12:00:00,8733.151538461538,6986.521230769231,Bi-weekly salaried payout
168,168,,2025-04-25 12:00:00,5013.586923076923,4010.8695384615385,Bi-weekly salaried payout
169,169,,2025-04-25 12:00:00,11537.298461538461,9229.83876923077,Bi-weekly salaried payout
170,170,,2025-04-25 12:00:00,9796.405384615384,7837.124307692307,Bi-weekly salaried payout
171,171,,2025-04-25 12:00:00,11444.264615384616,9155.411692307693,Bi-weekly salaried payout
172,172,,2025-04-25 12:00:00,5100.433076923077,4080.346461538462,Bi-weekly salaried payout
173,173,,2025-04-25 12:00:00,11520.217692307693,9216.174153846156,Bi-weekly salaried payout
174,174,,2025-04-25 12:00:00,6486.222692307692,5188.978153846154,Bi-weekly salaried payout
175,175,,2025-04-25 12:00:00,11199.212307692307,8959.369846153846,Bi-weekly salaried payout
176,176,,2025-04-25 12:00:00,5671.992307692308,4537.593846153846,Bi-weekly salaried payout
177,177,,2025-04-25 12:00:00,4452.236538461539,3561.789230769231,Bi-weekly salaried payout
178,178,,2025-04-25 12:00:00,10641.943461538462,8513.55476923077,Bi-weekly salaried payout
179,179,,2025-04-25 12:00:00,4162.75,3330.2000000000003,Bi-weekly salaried payout
180,180,,2025-04-25 12:00:00,7056.722692307692,5645.378153846154,Bi-weekly salaried payout
181,181,,2025-04-25 12:00:00,9469.158461538462,7575.32676923077,Bi-weekly salaried payout
182,182,,2025-04-25 12:00:00,5178.446923076923,4142.757538461538,Bi-weekly salaried payout
183,183,,2025-04-25 12:00:00,3364.993076923077,2691.9944615384616,Bi-weekly salaried payout
184,184,,2025-04-25 12:00:00,8893.166153846154,7114.532923076924,Bi-weekly salaried payout
185,185,,2025-04-25 12:00:00,7438.116923076923,5950.493538461538,Bi-weekly salaried payout
186,186,,2025-04-25 12:00:00,5501.723846153846,4401.379076923077,Bi-weekly salaried payout
187,187,,2025-04-25 12:00:00,1904.725,1523.78,Bi-weekly salaried payout
188,188,,2025-04-25 12:00:00,10095.451538461539,8076.361230769231,Bi-weekly salaried payout
189,189,,2025-04-25 12:00:00,2958.945,2367.1560000000004,Bi-weekly salaried payout
190,190,,2025-04-25 12:00:00,9199.493076923078,7359.594461538462,Bi-weekly salaried payout
191,191,,2025-04-25 12:00:00,11409.052692307692,9127.242153846155,Bi-weekly salaried payout
192,192,,2025-04-25 12:00:00,7882.078076923077,6305.662461538462,Bi-weekly salaried payout
193,193,,2025-04-25 12:00:00,11101.825,8881.460000000001,Bi-weekly salaried payout
194,194,,2025-04-25 12:00:00,2073.6353846153847,1658.908307692308,Bi-weekly salaried payout
195,195,,2025-04-25 12:00:00,8662.370384615384,6929.896307692307,Bi-weekly salaried payout
196,196,,2025-04-25 12:00:00,8238.531153846154,6590.824923076923,Bi-weekly salaried payout
197,197,,2025-04-25 12:00:00,6713.475384615384,5370.780307692308,Bi-weekly salaried payout
198,198,,2025-04-25 12:00:00,10915.85576923077,8732.684615384616,Bi-weekly salaried payout
199,199,,2025-04-25 12:00:00,5205.298846153846,4164.239076923077,Bi-weekly salaried payout
200,200,,2025-04-25 12:00:00,7089.004615384615,5671.203692307692,Bi-weekly salaried payout
201,201,,2025-04-25 12:00:00,2977.385,2381.9080000000004,Bi-weekly salaried payout
202,202,,2025-04-25 12:00:00,2522.826153846154,2018.260923076923,Bi-weekly salaried payout
203,203,,2025-04-25 12:00:00,3865.6357692307693,3092.5086153846155,Bi-weekly salaried payout
204,204,,2025-04-25 12:00:00,5343.761923076923,4275.009538461539,Bi-weekly salaried payout
205,205,,2025-04-25 12:00:00,10717.903846153846,8574.323076923078,Bi-weekly salaried payout
206,206,,2025-04-25 12:00:00,3721.828076923077,2977.462461538462,Bi-weekly salaried payout
207,207,,2025-04-25 12:00:00,6910.33,5528.264,Bi-weekly salaried payout
208,208,,2025-04-25 12:00:00,7984.331538461539,6387.465230769231,Bi-weekly salaried payout
209,209,,2025-04-25 12:00:00,3240.27,2592.2160000000003,Bi-weekly salaried payout
210,210,,2025-04-25 12:00:00,10178.023846153847,8142.419076923077,Bi-weekly salaried payout
211,211,,2025-04-25 12:00:00,10142.031923076924,8113.62553846154,Bi-weekly salaried payout
212,212,,2025-04-25 12:00:00,5184.295,4147.436000000001,Bi-weekly salaried payout
213,213,,2025-04-25 12:00:00,2852.6815384615384,2282.1452307692307,Bi-weekly salaried payout
214,214,,2025-04-25 12:00:00,9932.755,7946.204,Bi-weekly salaried payout
215,215,,2025-04-25 12:00:00,1864.5511538461537,1491.6409230769232,Bi-weekly salaried payout
216,216,,2025-04-25 12:00:00,10967.89,8774.312,Bi-weekly salaried payout
217,217,,2025-04-25 12:00:00,8339.101923076923,6671.281538461539,Bi-weekly salaried payout
218,218,,2025-04-25 12:00:00,11434.408461538462,9147.52676923077,Bi-weekly salaried payout
219,219,,2025-04-25 12:00:00,5907.358461538462,4725.8867692307695,Bi-weekly salaried payout
220,220,,2025-04-25 12:00:00,9501.069615384615,7600.855692307692,Bi-weekly salaried payout
221,221,,2025-04-25 12:00:00,4206.121538461539,3364.897230769231,Bi-weekly salaried payout
222,222,,2025-04-25 12:00:00,6504.9,5203.92,Bi-weekly salaried payout
223,223,,2025-04-25 12:00:00,8368.720384615384,6694.976307692308,Bi-weekly salaried payout
224,224,,2025-04-25 12:00:00,8542.351923076923,6833.881538461539,Bi-weekly salaried payout
225,225,,2025-04-25 12:00:00,9678.283846153847,7742.627076923078,Bi-weekly salaried payout
226,226,,2025-04-25 12:00:00,10961.613076923077,8769.290461538461,Bi-weekly salaried payout
227,227,,2025-04-25 12:00:00,10441.257692307692,8353.006153846154,Bi-weekly salaried payout
228,228,,2025-04-25 12:00:00,4835.083461538462,3868.0667692307698,Bi-weekly salaried payout
229,229,,2025-04-25 12:00:00,3664.373076923077,2931.498461538462,Bi-weekly salaried payout
230,230,,2025-04-25 12:00:00,9244.491538461538,7395.593230769231,Bi-weekly salaried payout
231,231,,2025-04-25 12:00:00,2391.6657692307695,1913.3326153846156,Bi-weekly salaried payout
232,232,,2025-04-25 12:00:00,10462.700769230769,8370.160615384615,Bi-weekly salaried payout
233,233,,2025-04-25 12:00:00,9360.30076923077,7488.240615384616,Bi-weekly salaried payout
234,234,,2025-04-25 12:00:00,3687.908076923077,2950.3264615384614,Bi-weekly salaried payout
235,235,,2025-04-25 12:00:00,7095.225,5676.18,Bi-weekly salaried payout
236,236,,2025-04-25 12:00:00,2616.9115384615384,2093.5292307692307,Bi-weekly salaried payout
237,237,,2025-04-25 12:00:00,6159.361923076923,4927.489538461538,Bi-weekly salaried payout
238,238,,2025-04-25 12:00:00,5231.6042307692305,4185.283384615384,Bi-weekly salaried payout
239,239,,2025-04-25 12:00:00,4498.949230769231,3599.1593846153846,Bi-weekly salaried payout
240,240,,2025-04-25 12:00:00,4399.591153846154,3519.6729230769233,Bi-weekly salaried payout
241,241,,2025-04-25 12:00:00,5100.193846153847,4080.1550769230776,Bi-weekly salaried payout
242,242,,2025-04-25 12:00:00,6539.6865384615385,5231.749230769231,Bi-weekly salaried payout
243,243,,2025-04-25 12:00:00,6087.564230769231,4870.051384615384,Bi-weekly salaried payout
244,244,,2025-04-25 12:00:00,10120.062692307692,8096.050153846154,Bi-weekly salaried payout
245,245,,2025-04-25 12:00:00,7384.625384615385,5907.700307692308,Bi-weekly salaried payout
246,246,,2025-04-25 12:00:00,10874.354230769231,8699.483384615385,Bi-weekly salaried payout
247,247,,2025-04-25 12:00:00,3915.277692307692,3132.222153846154,Bi-weekly salaried payout
248,248,,2025-04-25 12:00:00,2180.402692307692,1744.322153846154,Bi-weekly salaried payout
249,249,,2025-04-25 12:00:00,7117.461538461538,5693.969230769231,Bi-weekly salaried payout
250,250,,2025-04-25 12:00:00,8753.315769230769,7002.652615384615,Bi-weekly salaried payout
251,251,,2025-04-25 12:00:00,8121.403846153846,6497.123076923077,Bi-weekly salaried payout
252,252,,2025-04-25 12:00:00,7481.015384615384,5984.8123076923075,Bi-weekly salaried payout
253,253,,2025-04-25 12:00:00,11250.74346153846,9000.594769230769,Bi-weekly salaried payout
254,254,,2025-04-25 12:00:00,1957.0642307692308,1565.6513846153848,Bi-weekly salaried payout
255,255,,2025-04-25 12:00:00,3512.1434615384615,2809.7147692307694,Bi-weekly salaried payout
256,256,,2025-04-25 12:00:00,7698.666923076923,6158.933538461539,Bi-weekly salaried payout
257,257,,2025-04-25 12:00:00,9530.128076923076,7624.102461538461,Bi-weekly salaried payout
258,258,,2025-04-25 12:00:00,6563.527692307693,5250.822153846155,Bi-weekly salaried payout
259,259,,2025-04-25 12:00:00,3881.7780769230767,3105.4224615384614,Bi-weekly salaried payout
260,260,,2025-04-25 12:00:00,6866.489615384616,5493.191692307693,Bi-weekly salaried payout
261,261,,2025-04-25 12:00:00,8241.544615384615,6593.235692307692,Bi-weekly salaried payout
262,262,,2025-04-25 12:00:00,5375.68423076923,4300.5473846153845,Bi-weekly salaried payout
263,263,,2025-04-25 12:00:00,4692.954615384615,3754.363692307692,Bi-weekly salaried payout
264,264,,2025-04-25 12:00:00,8640.82346153846,6912.658769230769,Bi-weekly salaried payout
265,265,,2025-04-25 12:00:00,4932.475769230769,3945.9806153846157,Bi-weekly salaried payout
266,266,,2025-04-25 12:00:00,10565.906923076924,8452.72553846154,Bi-weekly salaried payout
267,267,,2025-04-25 12:00:00,3310.2746153846156,2648.2196923076926,Bi-weekly salaried payout
268,268,,2025-04-25 12:00:00,3834.4053846153847,3067.524307692308,Bi-weekly salaried payout
269,269,,2025-04-25 12:00:00,5193.314230769231,4154.651384615385,Bi-weekly salaried payout
270,270,,2025-04-25 12:00:00,5226.718461538461,4181.374769230769,Bi-weekly salaried payout
271,271,,2025-04-25 12:00:00,9680.81,7744.648,Bi-weekly salaried payout
272,272,,2025-04-25 12:00:00,6093.427307692307,4874.741846153846,Bi-weekly salaried payout
273,273,,2025-04-25 12:00:00,7393.428461538461,5914.742769230769,Bi-weekly salaried payout
274,274,,2025-04-25 12:00:00,4990.921153846154,3992.7369230769236,Bi-weekly salaried payout
275,275,,2025-04-25 12:00:00,6530.231538461539,5224.185230769232,Bi-weekly salaried payout
276,276,,2025-04-25 12:00:00,8865.286153846153,7092.228923076923,Bi-weekly salaried payout
277,277,,2025-04-25 12:00:00,3424.930384615385,2739.944307692308,Bi-weekly salaried payout
278,278,,2025-04-25 12:00:00,3226.7103846153846,2581.368307692308,Bi-weekly salaried payout
279,279,,2025-04-25 12:00:00,6805.668461538461,5444.53476923077,Bi-weekly salaried payout
280,280,,2025-04-25 12:00:00,6104.0634615384615,4883.250769230769,Bi-weekly salaried payout
281,281,,2025-04-25 12:00:00,9546.90076923077,7637.520615384616,Bi-weekly salaried payout
282,282,,2025-04-25 12:00:00,9795.825,7836.660000000001,Bi-weekly salaried payout
283,283,,2025-04-25 12:00:00,2486.1703846153846,1988.9363076923078,Bi-weekly salaried payout
284,284,,2025-04-25 12:00:00,1853.0803846153847,1482.4643076923078,Bi-weekly salaried payout
285,285,,2025-04-25 12:00:00,10547.203076923077,8437.762461538461,Bi-weekly salaried payout
286,286,,2025-04-25 12:00:00,8445.126538461538,6756.101230769231,Bi-weekly salaried payout
287,287,,2025-04-25 12:00:00,5689.680769230769,4551.744615384616,Bi-weekly salaried payout
288,288,,2025-04-25 12:00:00,4591.373461538462,3673.09876923077,Bi-weekly salaried payout
289,289,,2025-04-25 12:00:00,6918.495,5534.796,Bi-weekly salaried payout
290,290,,2025-04-25 12:00:00,8350.780384615384,6680.624307692307,Bi-weekly salaried payout
291,291,,2025-04-25 12:00:00,11369.147692307692,9095.318153846154,Bi-weekly salaried payout
292,292,,2025-04-25 12:00:00,10668.267692307692,8534.614153846154,Bi-weekly salaried payout
293,293,,2025-04-25 12:00:00,5838.248461538462,4670.59876923077,Bi-weekly salaried payout
294,294,,2025-04-25 12:00:00,3443.8192307692307,2755.055384615385,Bi-weekly salaried payout
295,295,,2025-04-25 12:00:00,1957.2142307692309,1565.7713846153847,Bi-weekly salaried payout
296,296,,2025-04-25 12:00:00,2477.725,1982.18,Bi-weekly salaried payout
