payment_id,hospital_id,supplier_id,amount,simulation_timestamp,description
34,2,1,5000.0,2025-04-24 11:46:46.823958,Inventory restock
35,2,1,250000.0,2025-04-24 11:46:46.826056,Inventory restock
36,2,4,5000000.0,2025-04-24 11:46:46.828122,Inventory restock
37,2,4,5000.0,2025-04-24 11:46:46.830351,Inventory restock
38,2,2,25000.0,2025-04-24 11:46:46.832360,Inventory restock
39,2,1,25000.0,2025-04-24 11:46:46.834339,Inventory restock
40,2,10,250000.0,2025-04-24 11:46:46.836467,Inventory restock
41,2,3,12500.0,2025-04-24 11:46:46.838526,Inventory restock
42,2,1,250000.0,2025-04-24 11:46:46.840558,Inventory restock
43,2,8,25000.0,2025-04-24 11:46:46.842536,Inventory restock
44,2,4,50000.0,2025-04-24 11:46:46.844708,Inventory restock
45,2,5,250000.0,2025-04-24 11:46:46.846712,Inventory restock
46,2,1,250000.0,2025-04-24 11:46:46.848773,Inventory restock
47,2,4,750.0,2025-04-24 11:46:46.850794,Inventory restock
48,2,4,1250000.0,2025-04-24 11:46:46.852774,Inventory restock
49,2,1,495000.0,2025-04-24 11:51:50.610827,Inventory restock
50,2,4,1500.0,2025-04-24 11:51:50.614064,Inventory restock
51,2,4,2500000.0,2025-04-24 11:51:50.616380,Inventory restock
52,3,1,50000.0,2025-04-24 11:51:50.619117,Inventory restock
53,3,1,5000.0,2025-04-24 11:51:50.621230,Inventory restock
54,3,2,500000.0,2025-04-24 11:51:50.623234,Inventory restock
55,3,4,50000.0,2025-04-24 11:51:50.625440,Inventory restock
56,3,11,5000000.0,2025-04-24 11:51:50.627463,Inventory restock
57,3,3,500000.0,2025-04-24 11:51:50.629405,Inventory restock
58,3,3,15000.0,2025-04-24 11:51:50.631346,Inventory restock
59,3,10,50000.0,2025-04-24 11:51:50.633402,Inventory restock
60,3,1,50000.0,2025-04-24 11:51:50.635369,Inventory restock
61,3,9,25000.0,2025-04-24 11:51:50.637273,Inventory restock
62,3,1,500000.0,2025-04-24 11:51:50.639177,Inventory restock
63,3,3,10000.0,2025-04-24 11:51:50.641174,Inventory restock
64,3,1,500000.0,2025-04-24 11:51:50.643084,Inventory restock
65,3,1,500000.0,2025-04-24 11:51:50.644999,Inventory restock
66,3,4,100000.0,2025-04-24 11:51:50.646809,Inventory restock
67,3,4,500000.0,2025-04-24 11:51:50.648599,Inventory restock
68,3,1,15000.0,2025-04-24 11:51:50.650440,Inventory restock
69,3,4,500000.0,2025-04-24 11:51:50.652301,Inventory restock
70,3,4,2000000.0,2025-04-24 11:51:50.654111,Inventory restock
71,3,2,25000.0,2025-04-24 11:51:50.655990,Inventory restock
72,3,1,50000.0,2025-04-24 11:51:50.657818,Inventory restock
73,3,2,500000.0,2025-04-24 11:51:50.659672,Inventory restock
74,3,1,25000.0,2025-04-24 11:51:50.661548,Inventory restock
75,4,1,5000.0,2025-04-24 11:51:50.663520,Inventory restock
76,4,6,500000.0,2025-04-24 11:51:50.665335,Inventory restock
77,4,3,500000.0,2025-04-24 11:51:50.667227,Inventory restock
78,4,5,7500000.0,2025-04-24 11:51:50.669093,Inventory restock
79,4,2,500000.0,2025-04-24 11:51:50.671095,Inventory restock
80,4,6,500000.0,2025-04-24 11:51:50.672945,Inventory restock
81,4,3,1039500.0,2025-04-24 11:51:50.674759,Inventory restock
82,4,7,150000.0,2025-04-24 11:51:50.676606,Inventory restock
83,4,1,250000.0,2025-04-24 11:51:50.678383,Inventory restock
84,4,3,5000000.0,2025-04-24 11:51:50.680170,Inventory restock
85,4,2,2500000.0,2025-04-24 11:51:50.681971,Inventory restock
86,4,3,500000.0,2025-04-24 11:51:50.683733,Inventory restock
87,4,1,50000.0,2025-04-24 11:51:50.685551,Inventory restock
88,4,1,10000.0,2025-04-24 11:51:50.687322,Inventory restock
89,4,1,500000.0,2025-04-24 11:51:50.689142,Inventory restock
90,4,4,10000000.0,2025-04-24 11:51:50.690957,Inventory restock
91,4,4,10000.0,2025-04-24 11:51:50.692777,Inventory restock
92,4,2,50000.0,2025-04-24 11:51:50.694626,Inventory restock
93,4,1,50000.0,2025-04-24 11:51:50.696461,Inventory restock
94,4,10,500000.0,2025-04-24 11:51:50.698304,Inventory restock
95,4,3,25000.0,2025-04-24 11:51:50.700283,Inventory restock
96,4,1,500000.0,2025-04-24 11:51:50.702238,Inventory restock
97,4,8,50000.0,2025-04-24 11:51:50.704074,Inventory restock
98,4,4,100000.0,2025-04-24 11:51:50.705981,Inventory restock
99,4,5,500000.0,2025-04-24 11:51:50.707950,Inventory restock
100,4,1,500000.0,2025-04-24 11:51:50.709778,Inventory restock
101,4,4,1500.0,2025-04-24 11:51:50.711582,Inventory restock
102,4,4,2500000.0,2025-04-24 11:51:50.713381,Inventory restock
103,4,15,500000.0,2025-04-24 11:51:50.715291,Inventory restock
104,4,1,500000.0,2025-04-24 11:51:50.717135,Inventory restock
105,4,1,5000000.0,2025-04-24 11:51:50.719003,Inventory restock
106,4,15,500000.0,2025-04-24 11:51:50.720829,Inventory restock
107,4,1,500000.0,2025-04-24 11:51:50.722599,Inventory restock
108,4,3,100000.0,2025-04-24 11:51:50.724371,Inventory restock
109,4,4,500000.0,2025-04-24 11:51:50.726181,Inventory restock
110,4,7,1000000.0,2025-04-24 11:51:50.728038,Inventory restock
111,4,1,7500.0,2025-04-24 11:51:50.729881,Inventory restock
112,4,5,250000.0,2025-04-24 11:51:50.731737,Inventory restock
113,4,5,500000.0,2025-04-24 11:51:50.733553,Inventory restock
114,4,1,10000.0,2025-04-24 11:51:50.735441,Inventory restock
115,4,1,12500.0,2025-04-24 11:51:50.737256,Inventory restock
116,4,3,500000.0,2025-04-24 11:51:50.739122,Inventory restock
117,4,4,15000.0,2025-04-24 11:51:50.740931,Inventory restock
118,4,1,500000.0,2025-04-24 11:51:50.743072,Inventory restock
119,4,1,100000.0,2025-04-24 11:51:50.744974,Inventory restock
120,4,3,7000.0,2025-04-24 11:51:50.746834,Inventory restock
121,4,3,50000.0,2025-04-24 11:51:50.748601,Inventory restock
122,4,1,50000.0,2025-04-24 11:51:50.750405,Inventory restock
123,4,3,500000.0,2025-04-24 11:51:50.752188,Inventory restock
124,4,2,500000.0,2025-04-24 11:51:50.754068,Inventory restock
125,4,1,250000.0,2025-04-24 11:51:50.755918,Inventory restock
126,4,2,500000.0,2025-04-24 11:51:50.757739,Inventory restock
127,4,1,7000.0,2025-04-24 11:51:50.759660,Inventory restock
128,4,1,25000.0,2025-04-24 11:51:50.761672,Inventory restock
129,4,4,500000.0,2025-04-24 11:51:50.763532,Inventory restock
130,4,3,202500.0,2025-04-24 11:51:50.765550,Inventory restock
131,4,1,25000.0,2025-04-24 11:51:50.767598,Inventory restock
132,4,1,50000.0,2025-04-24 11:51:50.769472,Inventory restock
133,4,1,5000.0,2025-04-24 11:51:50.771315,Inventory restock
134,4,2,500000.0,2025-04-24 11:51:50.773166,Inventory restock
135,4,4,50000.0,2025-04-24 11:51:50.775082,Inventory restock
136,4,11,5000000.0,2025-04-24 11:51:50.776956,Inventory restock
137,4,3,500000.0,2025-04-24 11:51:50.778799,Inventory restock
138,4,3,15000.0,2025-04-24 11:51:50.780656,Inventory restock
139,4,10,50000.0,2025-04-24 11:51:50.782790,Inventory restock
140,4,1,50000.0,2025-04-24 11:51:50.784638,Inventory restock
141,4,9,25000.0,2025-04-24 11:51:50.786465,Inventory restock
142,4,1,500000.0,2025-04-24 11:51:50.788292,Inventory restock
143,4,3,10000.0,2025-04-24 11:51:50.790133,Inventory restock
144,4,1,500000.0,2025-04-24 11:51:50.792066,Inventory restock
145,4,1,495000.0,2025-04-24 11:51:50.793924,Inventory restock
146,4,4,100000.0,2025-04-24 11:51:50.795949,Inventory restock
147,4,4,500000.0,2025-04-24 11:51:50.797761,Inventory restock
148,4,1,15000.0,2025-04-24 11:51:50.799569,Inventory restock
149,4,4,500000.0,2025-04-24 11:51:50.801367,Inventory restock
150,4,4,2000000.0,2025-04-24 11:51:50.803223,Inventory restock
151,4,2,25000.0,2025-04-24 11:51:50.805109,Inventory restock
152,4,1,50000.0,2025-04-24 11:51:50.806989,Inventory restock
153,4,2,500000.0,2025-04-24 11:51:50.808873,Inventory restock
154,4,1,25000.0,2025-04-24 11:51:50.810695,Inventory restock
155,4,5,500000.0,2025-04-24 11:51:50.812510,Inventory restock
156,4,1,2500000.0,2025-04-24 11:51:50.814391,Inventory restock
157,4,1,30000.0,2025-04-24 11:51:50.816238,Inventory restock
158,4,3,605000.0,2025-04-24 11:51:50.818104,Inventory restock
159,4,7,250000.0,2025-04-24 11:51:50.820129,Inventory restock
160,4,1,500000.0,2025-04-24 11:51:50.822137,Inventory restock
161,4,8,50000.0,2025-04-24 11:51:50.823965,Inventory restock
162,4,11,2500000.0,2025-04-24 11:51:50.825839,Inventory restock
163,4,1,5000.0,2025-04-24 11:51:50.827732,Inventory restock
164,5,7,150000.0,2025-04-24 11:51:50.829604,Inventory restock
165,5,1,250000.0,2025-04-24 11:51:50.831437,Inventory restock
166,5,3,5000000.0,2025-04-24 11:51:50.833252,Inventory restock
167,5,2,2500000.0,2025-04-24 11:51:50.835122,Inventory restock
168,5,3,500000.0,2025-04-24 11:51:50.836932,Inventory restock
169,5,1,50000.0,2025-04-24 11:51:50.838789,Inventory restock
170,5,1,10000.0,2025-04-24 11:51:50.840606,Inventory restock
171,5,1,500000.0,2025-04-24 11:51:50.842463,Inventory restock
172,5,4,10000000.0,2025-04-24 11:51:50.844306,Inventory restock
173,5,4,10000.0,2025-04-24 11:51:50.846134,Inventory restock
174,5,2,50000.0,2025-04-24 11:51:50.847918,Inventory restock
175,5,1,50000.0,2025-04-24 11:51:50.849704,Inventory restock
176,5,10,500000.0,2025-04-24 11:51:50.851584,Inventory restock
177,5,3,25000.0,2025-04-24 11:51:50.853432,Inventory restock
178,5,1,500000.0,2025-04-24 11:51:50.855489,Inventory restock
179,5,8,50000.0,2025-04-24 11:51:50.857307,Inventory restock
180,5,4,100000.0,2025-04-24 11:51:50.859125,Inventory restock
181,5,5,500000.0,2025-04-24 11:51:50.860934,Inventory restock
182,5,1,500000.0,2025-04-24 11:51:50.863007,Inventory restock
183,5,4,1500.0,2025-04-24 11:51:50.864908,Inventory restock
184,5,4,2500000.0,2025-04-24 11:51:50.866733,Inventory restock
185,5,15,500000.0,2025-04-24 11:51:50.868593,Inventory restock
186,5,1,500000.0,2025-04-24 11:51:50.870435,Inventory restock
187,5,1,5000000.0,2025-04-24 11:51:50.872212,Inventory restock
188,5,15,500000.0,2025-04-24 11:51:50.874032,Inventory restock
189,5,1,500000.0,2025-04-24 11:51:50.875871,Inventory restock
190,5,3,100000.0,2025-04-24 11:51:50.877748,Inventory restock
191,5,4,500000.0,2025-04-24 11:51:50.879540,Inventory restock
192,5,7,1000000.0,2025-04-24 11:51:50.881405,Inventory restock
193,5,1,7500.0,2025-04-24 11:51:50.883316,Inventory restock
194,5,5,250000.0,2025-04-24 11:51:50.885128,Inventory restock
195,5,5,500000.0,2025-04-24 11:51:50.887028,Inventory restock
196,5,1,10000.0,2025-04-24 11:51:50.888879,Inventory restock
197,5,1,12500.0,2025-04-24 11:51:50.890722,Inventory restock
198,5,3,500000.0,2025-04-24 11:51:50.892559,Inventory restock
199,5,4,15000.0,2025-04-24 11:51:50.894402,Inventory restock
200,5,1,500000.0,2025-04-24 11:51:50.896271,Inventory restock
201,5,1,100000.0,2025-04-24 11:51:50.898101,Inventory restock
202,5,3,7000.0,2025-04-24 11:51:50.900194,Inventory restock
203,5,3,50000.0,2025-04-24 11:51:50.901943,Inventory restock
204,5,1,50000.0,2025-04-24 11:51:50.903764,Inventory restock
205,5,3,500000.0,2025-04-24 11:51:50.905639,Inventory restock
206,5,2,500000.0,2025-04-24 11:51:50.907494,Inventory restock
207,5,1,250000.0,2025-04-24 11:51:50.909349,Inventory restock
208,5,2,500000.0,2025-04-24 11:51:50.911156,Inventory restock
209,5,1,7000.0,2025-04-24 11:51:50.913021,Inventory restock
210,5,1,24750.0,2025-04-24 11:51:50.914977,Inventory restock
211,5,4,500000.0,2025-04-24 11:51:50.917022,Inventory restock
212,5,3,250000.0,2025-04-24 11:51:50.918876,Inventory restock
213,5,1,25000.0,2025-04-24 11:51:50.920739,Inventory restock
214,5,1,50000.0,2025-04-24 11:51:50.922611,Inventory restock
215,5,1,5000.0,2025-04-24 11:51:50.924424,Inventory restock
216,5,2,500000.0,2025-04-24 11:51:50.926318,Inventory restock
217,5,4,50000.0,2025-04-24 11:51:50.928166,Inventory restock
218,5,11,5000000.0,2025-04-24 11:51:50.929997,Inventory restock
219,5,3,500000.0,2025-04-24 11:51:50.931844,Inventory restock
220,5,3,15000.0,2025-04-24 11:51:50.933684,Inventory restock
221,5,10,50000.0,2025-04-24 11:51:50.935530,Inventory restock
222,5,1,50000.0,2025-04-24 11:51:50.937529,Inventory restock
223,5,9,25000.0,2025-04-24 11:51:50.939381,Inventory restock
224,5,1,500000.0,2025-04-24 11:51:50.941301,Inventory restock
225,5,3,10000.0,2025-04-24 11:51:50.943152,Inventory restock
226,5,1,500000.0,2025-04-24 11:51:50.944985,Inventory restock
227,5,1,500000.0,2025-04-24 11:51:50.946813,Inventory restock
228,5,4,100000.0,2025-04-24 11:51:50.948663,Inventory restock
229,5,4,500000.0,2025-04-24 11:51:50.950483,Inventory restock
230,5,1,15000.0,2025-04-24 11:51:50.952276,Inventory restock
231,5,4,500000.0,2025-04-24 11:51:50.954092,Inventory restock
232,5,4,2000000.0,2025-04-24 11:51:50.955896,Inventory restock
233,5,2,25000.0,2025-04-24 11:51:50.957922,Inventory restock
234,5,1,50000.0,2025-04-24 11:51:50.959726,Inventory restock
235,5,2,500000.0,2025-04-24 11:51:50.961568,Inventory restock
236,5,1,25000.0,2025-04-24 11:51:50.963447,Inventory restock
237,5,5,500000.0,2025-04-24 11:51:50.965313,Inventory restock
238,5,1,2500000.0,2025-04-24 11:51:50.967143,Inventory restock
239,5,1,30000.0,2025-04-24 11:51:50.968971,Inventory restock
240,5,3,500000.0,2025-04-24 11:51:50.970781,Inventory restock
241,5,7,250000.0,2025-04-24 11:51:50.972683,Inventory restock
242,5,1,500000.0,2025-04-24 11:51:50.974492,Inventory restock
243,5,8,50000.0,2025-04-24 11:51:50.976393,Inventory restock
244,5,11,2500000.0,2025-04-24 11:51:50.978395,Inventory restock
245,5,1,5000.0,2025-04-24 11:51:50.980255,Inventory restock
246,5,4,10000.0,2025-04-24 11:51:50.982135,Inventory restock
247,5,1,500000.0,2025-04-24 11:51:50.983972,Inventory restock
248,5,1,25000.0,2025-04-24 11:51:50.985787,Inventory restock
249,6,3,500000.0,2025-04-24 11:51:50.987586,Inventory restock
250,6,1,5000.0,2025-04-24 11:51:50.989472,Inventory restock
251,6,1,12500.0,2025-04-24 11:51:50.991295,Inventory restock
252,6,6,10000.0,2025-04-24 11:51:50.993428,Inventory restock
253,6,2,50000.0,2025-04-24 11:51:50.995286,Inventory restock
254,6,4,25000.0,2025-04-24 11:51:50.997101,Inventory restock
255,6,1,100000.0,2025-04-24 11:51:50.998970,Inventory restock
256,6,4,250000.0,2025-04-24 11:51:51.000812,Inventory restock
257,6,2,2500.0,2025-04-24 11:51:51.002638,Inventory restock
258,6,5,15000.0,2025-04-24 11:51:51.004482,Inventory restock
259,6,5,500000.0,2025-04-24 11:51:51.006345,Inventory restock
260,6,1,100000.0,2025-04-24 11:51:51.008180,Inventory restock
261,6,1,25000000.0,2025-04-24 11:51:51.010067,Inventory restock
262,6,8,50000.0,2025-04-24 11:51:51.011921,Inventory restock
263,6,2,3750000.0,2025-04-24 11:51:51.013830,Inventory restock
264,6,4,500000.0,2025-04-24 11:51:51.015668,Inventory restock
265,6,2,500000.0,2025-04-24 11:51:51.017514,Inventory restock
266,6,1,5000000.0,2025-04-24 11:51:51.019661,Inventory restock
267,6,1,25000.0,2025-04-24 11:51:51.021583,Inventory restock
268,6,1,100000.0,2025-04-24 11:51:51.023427,Inventory restock
269,6,4,7500.0,2025-04-24 11:51:51.025311,Inventory restock
270,6,6,10000000.0,2025-04-24 11:51:51.027183,Inventory restock
271,6,9,75000.0,2025-04-24 11:51:51.029047,Inventory restock
272,6,1,405000.0,2025-04-24 11:51:51.030925,Inventory restock
273,6,7,25000.0,2025-04-24 11:51:51.033001,Inventory restock
274,6,1,500000.0,2025-04-24 11:51:51.034833,Inventory restock
275,6,9,500000.0,2025-04-24 11:51:51.036707,Inventory restock
276,6,1,500000.0,2025-04-24 11:51:51.038536,Inventory restock
277,6,1,10000.0,2025-04-24 11:51:51.040364,Inventory restock
278,6,1,5000.0,2025-04-24 11:51:51.042221,Inventory restock
279,6,6,500000.0,2025-04-24 11:51:51.044088,Inventory restock
280,6,3,500000.0,2025-04-24 11:51:51.045904,Inventory restock
281,6,5,7500000.0,2025-04-24 11:51:51.047728,Inventory restock
282,6,2,500000.0,2025-04-24 11:51:51.049574,Inventory restock
283,6,6,500000.0,2025-04-24 11:51:51.051427,Inventory restock
284,6,3,1039500.0,2025-04-24 11:51:51.053422,Inventory restock
285,6,7,150000.0,2025-04-24 11:51:51.055240,Inventory restock
286,6,1,250000.0,2025-04-24 11:51:51.057024,Inventory restock
287,6,3,5000000.0,2025-04-24 11:51:51.059041,Inventory restock
288,6,2,2500000.0,2025-04-24 11:51:51.060947,Inventory restock
289,6,3,500000.0,2025-04-24 11:51:51.062830,Inventory restock
290,6,1,50000.0,2025-04-24 11:51:51.064667,Inventory restock
291,6,1,10000.0,2025-04-24 11:51:51.066514,Inventory restock
292,6,1,500000.0,2025-04-24 11:51:51.068349,Inventory restock
293,6,4,10000000.0,2025-04-24 11:51:51.070201,Inventory restock
294,6,4,10000.0,2025-04-24 11:51:51.072061,Inventory restock
295,6,2,50000.0,2025-04-24 11:51:51.073904,Inventory restock
296,6,1,50000.0,2025-04-24 11:51:51.075737,Inventory restock
297,6,10,500000.0,2025-04-24 11:51:51.077965,Inventory restock
298,6,3,25000.0,2025-04-24 11:51:51.080114,Inventory restock
299,6,1,500000.0,2025-04-24 11:51:51.082384,Inventory restock
300,6,8,50000.0,2025-04-24 11:51:51.084706,Inventory restock
301,6,4,100000.0,2025-04-24 11:51:51.086947,Inventory restock
302,6,5,500000.0,2025-04-24 11:51:51.088924,Inventory restock
303,6,1,500000.0,2025-04-24 11:51:51.090852,Inventory restock
304,6,4,1500.0,2025-04-24 11:51:51.092865,Inventory restock
305,6,4,2500000.0,2025-04-24 11:51:51.094821,Inventory restock
306,6,15,500000.0,2025-04-24 11:51:51.096716,Inventory restock
307,6,1,500000.0,2025-04-24 11:51:51.098593,Inventory restock
308,6,1,5000000.0,2025-04-24 11:51:51.100457,Inventory restock
309,6,15,500000.0,2025-04-24 11:51:51.102622,Inventory restock
310,6,1,500000.0,2025-04-24 11:51:51.104519,Inventory restock
311,6,3,100000.0,2025-04-24 11:51:51.106542,Inventory restock
312,6,4,500000.0,2025-04-24 11:51:51.108402,Inventory restock
313,6,7,1000000.0,2025-04-24 11:51:51.110335,Inventory restock
314,6,1,7500.0,2025-04-24 11:51:51.112177,Inventory restock
315,6,5,250000.0,2025-04-24 11:51:51.114026,Inventory restock
316,6,5,500000.0,2025-04-24 11:51:51.115962,Inventory restock
317,6,1,10000.0,2025-04-24 11:51:51.117809,Inventory restock
318,6,1,12500.0,2025-04-24 11:51:51.119637,Inventory restock
319,6,3,500000.0,2025-04-24 11:51:51.121654,Inventory restock
320,6,4,15000.0,2025-04-24 11:51:51.123490,Inventory restock
321,6,1,500000.0,2025-04-24 11:51:51.125336,Inventory restock
322,6,1,100000.0,2025-04-24 11:51:51.127165,Inventory restock
323,6,3,7000.0,2025-04-24 11:51:51.128943,Inventory restock
324,6,3,50000.0,2025-04-24 11:51:51.130790,Inventory restock
325,6,1,50000.0,2025-04-24 11:51:51.132662,Inventory restock
326,6,3,500000.0,2025-04-24 11:51:51.134521,Inventory restock
327,6,2,500000.0,2025-04-24 11:51:51.136334,Inventory restock
328,6,1,250000.0,2025-04-24 11:51:51.138215,Inventory restock
329,6,2,500000.0,2025-04-24 11:51:51.140118,Inventory restock
330,6,1,7000.0,2025-04-24 11:51:51.142111,Inventory restock
331,6,1,25000.0,2025-04-24 11:51:51.144014,Inventory restock
332,6,4,500000.0,2025-04-24 11:51:51.145843,Inventory restock
333,6,3,250000.0,2025-04-24 11:51:51.147732,Inventory restock
334,6,1,25000.0,2025-04-24 11:51:51.149540,Inventory restock
335,6,1,50000.0,2025-04-24 11:51:51.151327,Inventory restock
336,6,1,5000.0,2025-04-24 11:51:51.153185,Inventory restock
337,6,2,500000.0,2025-04-24 11:51:51.155004,Inventory restock
338,6,4,50000.0,2025-04-24 11:51:51.156895,Inventory restock
339,6,11,5000000.0,2025-04-24 11:51:51.158757,Inventory restock
340,6,3,500000.0,2025-04-24 11:51:51.160614,Inventory restock
341,6,3,15000.0,2025-04-24 11:51:51.162476,Inventory restock
342,6,10,50000.0,2025-04-24 11:51:51.164280,Inventory restock
343,6,1,50000.0,2025-04-24 11:51:51.166128,Inventory restock
344,6,9,25000.0,2025-04-24 11:51:51.167964,Inventory restock
345,6,1,500000.0,2025-04-24 11:51:51.169847,Inventory restock
346,6,3,10000.0,2025-04-24 11:51:51.171663,Inventory restock
347,6,1,500000.0,2025-04-24 11:51:51.173442,Inventory restock
348,6,1,500000.0,2025-04-24 11:51:51.175257,Inventory restock
349,6,4,100000.0,2025-04-24 11:51:51.177153,Inventory restock
350,6,4,500000.0,2025-04-24 11:51:51.178967,Inventory restock
351,6,1,15000.0,2025-04-24 11:51:51.180799,Inventory restock
352,6,4,500000.0,2025-04-24 11:51:51.182997,Inventory restock
353,6,4,2000000.0,2025-04-24 11:51:51.184831,Inventory restock
354,6,2,25000.0,2025-04-24 11:51:51.186674,Inventory restock
355,6,1,50000.0,2025-04-24 11:51:51.188571,Inventory restock
356,6,2,500000.0,2025-04-24 11:51:51.190443,Inventory restock
357,6,1,25000.0,2025-04-24 11:51:51.192260,Inventory restock
358,6,5,405000.0,2025-04-24 11:51:51.194128,Inventory restock
359,6,1,2500000.0,2025-04-24 11:51:51.196200,Inventory restock
360,6,1,30000.0,2025-04-24 11:51:51.198035,Inventory restock
361,6,3,500000.0,2025-04-24 11:51:51.199893,Inventory restock
362,6,7,250000.0,2025-04-24 11:51:51.201762,Inventory restock
363,6,1,500000.0,2025-04-24 11:51:51.203626,Inventory restock
364,6,8,50000.0,2025-04-24 11:51:51.205490,Inventory restock
365,6,11,2500000.0,2025-04-24 11:51:51.207345,Inventory restock
366,6,1,5000.0,2025-04-24 11:51:51.209194,Inventory restock
367,6,4,10000.0,2025-04-24 11:51:51.211051,Inventory restock
368,6,1,605000.0,2025-04-24 11:51:51.212904,Inventory restock
369,6,1,25000.0,2025-04-24 11:51:51.215147,Inventory restock
370,7,3,500000.0,2025-04-24 11:51:51.216995,Inventory restock
371,7,1,5000.0,2025-04-24 11:51:51.218803,Inventory restock
372,7,1,12500.0,2025-04-24 11:51:51.220663,Inventory restock
373,7,6,10000.0,2025-04-24 11:51:51.222496,Inventory restock
374,7,2,50000.0,2025-04-24 11:51:51.224390,Inventory restock
375,7,4,25000.0,2025-04-24 11:51:51.226214,Inventory restock
376,7,1,100000.0,2025-04-24 11:51:51.228048,Inventory restock
377,7,4,250000.0,2025-04-24 11:51:51.229878,Inventory restock
378,7,2,2500.0,2025-04-24 11:51:51.231675,Inventory restock
379,7,5,15000.0,2025-04-24 11:51:51.233552,Inventory restock
380,7,5,500000.0,2025-04-24 11:51:51.235383,Inventory restock
381,7,1,100000.0,2025-04-24 11:51:51.237200,Inventory restock
382,7,1,25000000.0,2025-04-24 11:51:51.239049,Inventory restock
383,7,8,50000.0,2025-04-24 11:51:51.240835,Inventory restock
384,7,2,3750000.0,2025-04-24 11:51:51.242623,Inventory restock
385,7,4,500000.0,2025-04-24 11:51:51.244486,Inventory restock
386,7,2,500000.0,2025-04-24 11:51:51.246326,Inventory restock
387,7,1,5000000.0,2025-04-24 11:51:51.248182,Inventory restock
388,7,1,25000.0,2025-04-24 11:51:51.249977,Inventory restock
389,7,1,100000.0,2025-04-24 11:51:51.251834,Inventory restock
390,7,4,7500.0,2025-04-24 11:51:51.253727,Inventory restock
391,7,6,10000000.0,2025-04-24 11:51:51.255765,Inventory restock
392,7,9,75000.0,2025-04-24 11:51:51.257633,Inventory restock
393,7,1,500000.0,2025-04-24 11:51:51.259477,Inventory restock
394,7,7,25000.0,2025-04-24 11:51:51.261284,Inventory restock
395,7,1,500000.0,2025-04-24 11:51:51.263121,Inventory restock
396,7,9,500000.0,2025-04-24 11:51:51.264948,Inventory restock
397,7,1,500000.0,2025-04-24 11:51:51.266795,Inventory restock
398,7,1,10000.0,2025-04-24 11:51:51.268649,Inventory restock
399,7,1,5000.0,2025-04-24 11:51:51.270491,Inventory restock
400,7,6,500000.0,2025-04-24 11:51:51.272282,Inventory restock
401,7,3,500000.0,2025-04-24 11:51:51.274095,Inventory restock
402,7,5,7500000.0,2025-04-24 11:51:51.275945,Inventory restock
403,7,2,500000.0,2025-04-24 11:51:51.277723,Inventory restock
404,7,6,500000.0,2025-04-24 11:51:51.279673,Inventory restock
405,7,3,1039500.0,2025-04-24 11:51:51.281562,Inventory restock
406,7,7,150000.0,2025-04-24 11:51:51.283394,Inventory restock
407,7,1,250000.0,2025-04-24 11:51:51.285231,Inventory restock
408,7,3,5000000.0,2025-04-24 11:51:51.287062,Inventory restock
