order_id,supplier_id,hospital_id,simulation_timestamp,delivery_date,status
35,3.0,2,2025-04-24 11:46:46.819996,2025-04-24 11:46:46.819996,Delivered
36,1.0,2,2025-04-24 11:46:46.821984,2025-04-24 11:46:46.821984,Delivered
37,1.0,2,2025-04-24 11:46:46.823958,2025-04-24 11:46:46.823958,Delivered
38,1.0,2,2025-04-24 11:46:46.826056,2025-04-24 11:46:46.826056,Delivered
39,4.0,2,2025-04-24 11:46:46.828122,2025-04-24 11:46:46.828122,Delivered
40,4.0,2,2025-04-24 11:46:46.830351,2025-04-24 11:46:46.830351,Delivered
41,2.0,2,2025-04-24 11:46:46.832360,2025-04-24 11:46:46.832360,Delivered
42,1.0,2,2025-04-24 11:46:46.834339,2025-04-24 11:46:46.834339,Delivered
43,10.0,2,2025-04-24 11:46:46.836467,2025-04-24 11:46:46.836467,Delivered
44,3.0,2,2025-04-24 11:46:46.838526,2025-04-24 11:46:46.838526,Delivered
45,1.0,2,2025-04-24 11:46:46.840558,2025-04-24 11:46:46.840558,Delivered
46,8.0,2,2025-04-24 11:46:46.842536,2025-04-24 11:46:46.842536,Delivered
47,4.0,2,2025-04-24 11:46:46.844708,2025-04-24 11:46:46.844708,Delivered
48,5.0,2,2025-04-24 11:46:46.846712,2025-04-24 11:46:46.846712,Delivered
49,1.0,2,2025-04-24 11:46:46.848773,2025-04-24 11:46:46.848773,Delivered
50,4.0,2,2025-04-24 11:46:46.850794,2025-04-24 11:46:46.850794,Delivered
51,4.0,2,2025-04-24 11:46:46.852774,2025-04-24 11:46:46.852774,Delivered
13870,,13,2025-04-24 11:52:21.704647,,
13872,,13,2025-04-24 11:52:21.709188,,
54,,2,2025-04-24 11:51:50.610827,,
55,,2,2025-04-24 11:51:50.614064,,
56,,2,2025-04-24 11:51:50.616380,,
57,,3,2025-04-24 11:51:50.619117,,
58,,3,2025-04-24 11:51:50.621230,,
59,,3,2025-04-24 11:51:50.623234,,
60,,3,2025-04-24 11:51:50.625440,,
61,,3,2025-04-24 11:51:50.627463,,
62,,3,2025-04-24 11:51:50.629405,,
63,,3,2025-04-24 11:51:50.631346,,
64,,3,2025-04-24 11:51:50.633402,,
65,,3,2025-04-24 11:51:50.635369,,
66,,3,2025-04-24 11:51:50.637273,,
67,,3,2025-04-24 11:51:50.639177,,
68,,3,2025-04-24 11:51:50.641174,,
69,,3,2025-04-24 11:51:50.643084,,
70,,3,2025-04-24 11:51:50.644999,,
71,,3,2025-04-24 11:51:50.646809,,
72,,3,2025-04-24 11:51:50.648599,,
73,,3,2025-04-24 11:51:50.650440,,
74,,3,2025-04-24 11:51:50.652301,,
75,,3,2025-04-24 11:51:50.654111,,
76,,3,2025-04-24 11:51:50.655990,,
77,,3,2025-04-24 11:51:50.657818,,
78,,3,2025-04-24 11:51:50.659672,,
79,,3,2025-04-24 11:51:50.661548,,
80,,4,2025-04-24 11:51:50.663520,,
81,,4,2025-04-24 11:51:50.665335,,
82,,4,2025-04-24 11:51:50.667227,,
83,,4,2025-04-24 11:51:50.669093,,
84,,4,2025-04-24 11:51:50.671095,,
85,,4,2025-04-24 11:51:50.672945,,
86,,4,2025-04-24 11:51:50.674759,,
87,,4,2025-04-24 11:51:50.676606,,
88,,4,2025-04-24 11:51:50.678383,,
89,,4,2025-04-24 11:51:50.680170,,
90,,4,2025-04-24 11:51:50.681971,,
91,,4,2025-04-24 11:51:50.683733,,
92,,4,2025-04-24 11:51:50.685551,,
93,,4,2025-04-24 11:51:50.687322,,
94,,4,2025-04-24 11:51:50.689142,,
95,,4,2025-04-24 11:51:50.690957,,
96,,4,2025-04-24 11:51:50.692777,,
97,,4,2025-04-24 11:51:50.694626,,
98,,4,2025-04-24 11:51:50.696461,,
99,,4,2025-04-24 11:51:50.698304,,
100,,4,2025-04-24 11:51:50.700283,,
101,,4,2025-04-24 11:51:50.702238,,
102,,4,2025-04-24 11:51:50.704074,,
103,,4,2025-04-24 11:51:50.705981,,
104,,4,2025-04-24 11:51:50.707950,,
105,,4,2025-04-24 11:51:50.709778,,
106,,4,2025-04-24 11:51:50.711582,,
107,,4,2025-04-24 11:51:50.713381,,
108,,4,2025-04-24 11:51:50.715291,,
109,,4,2025-04-24 11:51:50.717135,,
110,,4,2025-04-24 11:51:50.719003,,
111,,4,2025-04-24 11:51:50.720829,,
112,,4,2025-04-24 11:51:50.722599,,
113,,4,2025-04-24 11:51:50.724371,,
114,,4,2025-04-24 11:51:50.726181,,
115,,4,2025-04-24 11:51:50.728038,,
116,,4,2025-04-24 11:51:50.729881,,
117,,4,2025-04-24 11:51:50.731737,,
118,,4,2025-04-24 11:51:50.733553,,
119,,4,2025-04-24 11:51:50.735441,,
120,,4,2025-04-24 11:51:50.737256,,
121,,4,2025-04-24 11:51:50.739122,,
122,,4,2025-04-24 11:51:50.740931,,
123,,4,2025-04-24 11:51:50.743072,,
124,,4,2025-04-24 11:51:50.744974,,
125,,4,2025-04-24 11:51:50.746834,,
126,,4,2025-04-24 11:51:50.748601,,
127,,4,2025-04-24 11:51:50.750405,,
128,,4,2025-04-24 11:51:50.752188,,
129,,4,2025-04-24 11:51:50.754068,,
130,,4,2025-04-24 11:51:50.755918,,
131,,4,2025-04-24 11:51:50.757739,,
132,,4,2025-04-24 11:51:50.759660,,
133,,4,2025-04-24 11:51:50.761672,,
134,,4,2025-04-24 11:51:50.763532,,
135,,4,2025-04-24 11:51:50.765550,,
136,,4,2025-04-24 11:51:50.767598,,
137,,4,2025-04-24 11:51:50.769472,,
138,,4,2025-04-24 11:51:50.771315,,
139,,4,2025-04-24 11:51:50.773166,,
140,,4,2025-04-24 11:51:50.775082,,
141,,4,2025-04-24 11:51:50.776956,,
142,,4,2025-04-24 11:51:50.778799,,
143,,4,2025-04-24 11:51:50.780656,,
144,,4,2025-04-24 11:51:50.782790,,
145,,4,2025-04-24 11:51:50.784638,,
146,,4,2025-04-24 11:51:50.786465,,
147,,4,2025-04-24 11:51:50.788292,,
13874,,13,2025-04-24 11:52:21.713751,,
13876,,13,2025-04-24 11:52:21.718315,,
13878,,13,2025-04-24 11:52:21.723028,,
148,,4,2025-04-24 11:51:50.790133,,
149,,4,2025-04-24 11:51:50.792066,,
150,,4,2025-04-24 11:51:50.793924,,
151,,4,2025-04-24 11:51:50.795949,,
152,,4,2025-04-24 11:51:50.797761,,
153,,4,2025-04-24 11:51:50.799569,,
154,,4,2025-04-24 11:51:50.801367,,
155,,4,2025-04-24 11:51:50.803223,,
156,,4,2025-04-24 11:51:50.805109,,
157,,4,2025-04-24 11:51:50.806989,,
158,,4,2025-04-24 11:51:50.808873,,
159,,4,2025-04-24 11:51:50.810695,,
160,,4,2025-04-24 11:51:50.812510,,
161,,4,2025-04-24 11:51:50.814391,,
162,,4,2025-04-24 11:51:50.816238,,
163,,4,2025-04-24 11:51:50.818104,,
164,,4,2025-04-24 11:51:50.820129,,
165,,4,2025-04-24 11:51:50.822137,,
166,,4,2025-04-24 11:51:50.823965,,
167,,4,2025-04-24 11:51:50.825839,,
168,,4,2025-04-24 11:51:50.827732,,
169,,5,2025-04-24 11:51:50.829604,,
170,,5,2025-04-24 11:51:50.831437,,
171,,5,2025-04-24 11:51:50.833252,,
172,,5,2025-04-24 11:51:50.835122,,
173,,5,2025-04-24 11:51:50.836932,,
174,,5,2025-04-24 11:51:50.838789,,
175,,5,2025-04-24 11:51:50.840606,,
176,,5,2025-04-24 11:51:50.842463,,
177,,5,2025-04-24 11:51:50.844306,,
178,,5,2025-04-24 11:51:50.846134,,
179,,5,2025-04-24 11:51:50.847918,,
180,,5,2025-04-24 11:51:50.849704,,
181,,5,2025-04-24 11:51:50.851584,,
182,,5,2025-04-24 11:51:50.853432,,
183,,5,2025-04-24 11:51:50.855489,,
184,,5,2025-04-24 11:51:50.857307,,
185,,5,2025-04-24 11:51:50.859125,,
186,,5,2025-04-24 11:51:50.860934,,
187,,5,2025-04-24 11:51:50.863007,,
188,,5,2025-04-24 11:51:50.864908,,
189,,5,2025-04-24 11:51:50.866733,,
190,,5,2025-04-24 11:51:50.868593,,
191,,5,2025-04-24 11:51:50.870435,,
192,,5,2025-04-24 11:51:50.872212,,
193,,5,2025-04-24 11:51:50.874032,,
194,,5,2025-04-24 11:51:50.875871,,
195,,5,2025-04-24 11:51:50.877748,,
196,,5,2025-04-24 11:51:50.879540,,
197,,5,2025-04-24 11:51:50.881405,,
198,,5,2025-04-24 11:51:50.883316,,
199,,5,2025-04-24 11:51:50.885128,,
200,,5,2025-04-24 11:51:50.887028,,
201,,5,2025-04-24 11:51:50.888879,,
202,,5,2025-04-24 11:51:50.890722,,
203,,5,2025-04-24 11:51:50.892559,,
204,,5,2025-04-24 11:51:50.894402,,
205,,5,2025-04-24 11:51:50.896271,,
206,,5,2025-04-24 11:51:50.898101,,
207,,5,2025-04-24 11:51:50.900194,,
208,,5,2025-04-24 11:51:50.901943,,
209,,5,2025-04-24 11:51:50.903764,,
210,,5,2025-04-24 11:51:50.905639,,
211,,5,2025-04-24 11:51:50.907494,,
212,,5,2025-04-24 11:51:50.909349,,
213,,5,2025-04-24 11:51:50.911156,,
214,,5,2025-04-24 11:51:50.913021,,
215,,5,2025-04-24 11:51:50.914977,,
216,,5,2025-04-24 11:51:50.917022,,
217,,5,2025-04-24 11:51:50.918876,,
218,,5,2025-04-24 11:51:50.920739,,
219,,5,2025-04-24 11:51:50.922611,,
220,,5,2025-04-24 11:51:50.924424,,
221,,5,2025-04-24 11:51:50.926318,,
222,,5,2025-04-24 11:51:50.928166,,
223,,5,2025-04-24 11:51:50.929997,,
224,,5,2025-04-24 11:51:50.931844,,
225,,5,2025-04-24 11:51:50.933684,,
226,,5,2025-04-24 11:51:50.935530,,
227,,5,2025-04-24 11:51:50.937529,,
228,,5,2025-04-24 11:51:50.939381,,
229,,5,2025-04-24 11:51:50.941301,,
230,,5,2025-04-24 11:51:50.943152,,
231,,5,2025-04-24 11:51:50.944985,,
232,,5,2025-04-24 11:51:50.946813,,
233,,5,2025-04-24 11:51:50.948663,,
234,,5,2025-04-24 11:51:50.950483,,
235,,5,2025-04-24 11:51:50.952276,,
236,,5,2025-04-24 11:51:50.954092,,
237,,5,2025-04-24 11:51:50.955896,,
238,,5,2025-04-24 11:51:50.957922,,
239,,5,2025-04-24 11:51:50.959726,,
240,,5,2025-04-24 11:51:50.961568,,
241,,5,2025-04-24 11:51:50.963447,,
242,,5,2025-04-24 11:51:50.965313,,
243,,5,2025-04-24 11:51:50.967143,,
244,,5,2025-04-24 11:51:50.968971,,
245,,5,2025-04-24 11:51:50.970781,,
246,,5,2025-04-24 11:51:50.972683,,
247,,5,2025-04-24 11:51:50.974492,,
248,,5,2025-04-24 11:51:50.976393,,
249,,5,2025-04-24 11:51:50.978395,,
250,,5,2025-04-24 11:51:50.980255,,
251,,5,2025-04-24 11:51:50.982135,,
252,,5,2025-04-24 11:51:50.983972,,
253,,5,2025-04-24 11:51:50.985787,,
254,,6,2025-04-24 11:51:50.987586,,
255,,6,2025-04-24 11:51:50.989472,,
256,,6,2025-04-24 11:51:50.991295,,
257,,6,2025-04-24 11:51:50.993428,,
258,,6,2025-04-24 11:51:50.995286,,
259,,6,2025-04-24 11:51:50.997101,,
260,,6,2025-04-24 11:51:50.998970,,
261,,6,2025-04-24 11:51:51.000812,,
262,,6,2025-04-24 11:51:51.002638,,
263,,6,2025-04-24 11:51:51.004482,,
264,,6,2025-04-24 11:51:51.006345,,
265,,6,2025-04-24 11:51:51.008180,,
266,,6,2025-04-24 11:51:51.010067,,
267,,6,2025-04-24 11:51:51.011921,,
268,,6,2025-04-24 11:51:51.013830,,
269,,6,2025-04-24 11:51:51.015668,,
270,,6,2025-04-24 11:51:51.017514,,
271,,6,2025-04-24 11:51:51.019661,,
272,,6,2025-04-24 11:51:51.021583,,
273,,6,2025-04-24 11:51:51.023427,,
274,,6,2025-04-24 11:51:51.025311,,
275,,6,2025-04-24 11:51:51.027183,,
276,,6,2025-04-24 11:51:51.029047,,
277,,6,2025-04-24 11:51:51.030925,,
278,,6,2025-04-24 11:51:51.033001,,
279,,6,2025-04-24 11:51:51.034833,,
280,,6,2025-04-24 11:51:51.036707,,
281,,6,2025-04-24 11:51:51.038536,,
282,,6,2025-04-24 11:51:51.040364,,
283,,6,2025-04-24 11:51:51.042221,,
284,,6,2025-04-24 11:51:51.044088,,
285,,6,2025-04-24 11:51:51.045904,,
286,,6,2025-04-24 11:51:51.047728,,
287,,6,2025-04-24 11:51:51.049574,,
288,,6,2025-04-24 11:51:51.051427,,
289,,6,2025-04-24 11:51:51.053422,,
290,,6,2025-04-24 11:51:51.055240,,
291,,6,2025-04-24 11:51:51.057024,,
292,,6,2025-04-24 11:51:51.059041,,
293,,6,2025-04-24 11:51:51.060947,,
294,,6,2025-04-24 11:51:51.062830,,
295,,6,2025-04-24 11:51:51.064667,,
296,,6,2025-04-24 11:51:51.066514,,
297,,6,2025-04-24 11:51:51.068349,,
298,,6,2025-04-24 11:51:51.070201,,
299,,6,2025-04-24 11:51:51.072061,,
300,,6,2025-04-24 11:51:51.073904,,
301,,6,2025-04-24 11:51:51.075737,,
302,,6,2025-04-24 11:51:51.077965,,
303,,6,2025-04-24 11:51:51.080114,,
304,,6,2025-04-24 11:51:51.082384,,
305,,6,2025-04-24 11:51:51.084706,,
306,,6,2025-04-24 11:51:51.086947,,
307,,6,2025-04-24 11:51:51.088924,,
308,,6,2025-04-24 11:51:51.090852,,
309,,6,2025-04-24 11:51:51.092865,,
310,,6,2025-04-24 11:51:51.094821,,
311,,6,2025-04-24 11:51:51.096716,,
312,,6,2025-04-24 11:51:51.098593,,
313,,6,2025-04-24 11:51:51.100457,,
314,,6,2025-04-24 11:51:51.102622,,
315,,6,2025-04-24 11:51:51.104519,,
316,,6,2025-04-24 11:51:51.106542,,
317,,6,2025-04-24 11:51:51.108402,,
318,,6,2025-04-24 11:51:51.110335,,
319,,6,2025-04-24 11:51:51.112177,,
320,,6,2025-04-24 11:51:51.114026,,
321,,6,2025-04-24 11:51:51.115962,,
322,,6,2025-04-24 11:51:51.117809,,
323,,6,2025-04-24 11:51:51.119637,,
324,,6,2025-04-24 11:51:51.121654,,
325,,6,2025-04-24 11:51:51.123490,,
326,,6,2025-04-24 11:51:51.125336,,
327,,6,2025-04-24 11:51:51.127165,,
328,,6,2025-04-24 11:51:51.128943,,
329,,6,2025-04-24 11:51:51.130790,,
330,,6,2025-04-24 11:51:51.132662,,
331,,6,2025-04-24 11:51:51.134521,,
332,,6,2025-04-24 11:51:51.136334,,
333,,6,2025-04-24 11:51:51.138215,,
334,,6,2025-04-24 11:51:51.140118,,
335,,6,2025-04-24 11:51:51.142111,,
336,,6,2025-04-24 11:51:51.144014,,
337,,6,2025-04-24 11:51:51.145843,,
338,,6,2025-04-24 11:51:51.147732,,
339,,6,2025-04-24 11:51:51.149540,,
340,,6,2025-04-24 11:51:51.151327,,
341,,6,2025-04-24 11:51:51.153185,,
342,,6,2025-04-24 11:51:51.155004,,
343,,6,2025-04-24 11:51:51.156895,,
344,,6,2025-04-24 11:51:51.158757,,
345,,6,2025-04-24 11:51:51.160614,,
346,,6,2025-04-24 11:51:51.162476,,
347,,6,2025-04-24 11:51:51.164280,,
348,,6,2025-04-24 11:51:51.166128,,
349,,6,2025-04-24 11:51:51.167964,,
350,,6,2025-04-24 11:51:51.169847,,
351,,6,2025-04-24 11:51:51.171663,,
352,,6,2025-04-24 11:51:51.173442,,
353,,6,2025-04-24 11:51:51.175257,,
354,,6,2025-04-24 11:51:51.177153,,
355,,6,2025-04-24 11:51:51.178967,,
356,,6,2025-04-24 11:51:51.180799,,
357,,6,2025-04-24 11:51:51.182997,,
358,,6,2025-04-24 11:51:51.184831,,
359,,6,2025-04-24 11:51:51.186674,,
360,,6,2025-04-24 11:51:51.188571,,
361,,6,2025-04-24 11:51:51.190443,,
362,,6,2025-04-24 11:51:51.192260,,
363,,6,2025-04-24 11:51:51.194128,,
364,,6,2025-04-24 11:51:51.196200,,
365,,6,2025-04-24 11:51:51.198035,,
366,,6,2025-04-24 11:51:51.199893,,
367,,6,2025-04-24 11:51:51.201762,,
368,,6,2025-04-24 11:51:51.203626,,
369,,6,2025-04-24 11:51:51.205490,,
370,,6,2025-04-24 11:51:51.207345,,
371,,6,2025-04-24 11:51:51.209194,,
372,,6,2025-04-24 11:51:51.211051,,
373,,6,2025-04-24 11:51:51.212904,,
374,,6,2025-04-24 11:51:51.215147,,
375,,7,2025-04-24 11:51:51.216995,,
376,,7,2025-04-24 11:51:51.218803,,
377,,7,2025-04-24 11:51:51.220663,,
378,,7,2025-04-24 11:51:51.222496,,
379,,7,2025-04-24 11:51:51.224390,,
380,,7,2025-04-24 11:51:51.226214,,
381,,7,2025-04-24 11:51:51.228048,,
382,,7,2025-04-24 11:51:51.229878,,
383,,7,2025-04-24 11:51:51.231675,,
384,,7,2025-04-24 11:51:51.233552,,
385,,7,2025-04-24 11:51:51.235383,,
386,,7,2025-04-24 11:51:51.237200,,
387,,7,2025-04-24 11:51:51.239049,,
388,,7,2025-04-24 11:51:51.240835,,
389,,7,2025-04-24 11:51:51.242623,,
390,,7,2025-04-24 11:51:51.244486,,
391,,7,2025-04-24 11:51:51.246326,,
392,,7,2025-04-24 11:51:51.248182,,
393,,7,2025-04-24 11:51:51.249977,,
394,,7,2025-04-24 11:51:51.251834,,
395,,7,2025-04-24 11:51:51.253727,,
396,,7,2025-04-24 11:51:51.255765,,
397,,7,2025-04-24 11:51:51.257633,,
398,,7,2025-04-24 11:51:51.259477,,
399,,7,2025-04-24 11:51:51.261284,,
400,,7,2025-04-24 11:51:51.263121,,
401,,7,2025-04-24 11:51:51.264948,,
402,,7,2025-04-24 11:51:51.266795,,
403,,7,2025-04-24 11:51:51.268649,,
404,,7,2025-04-24 11:51:51.270491,,
405,,7,2025-04-24 11:51:51.272282,,
406,,7,2025-04-24 11:51:51.274095,,
407,,7,2025-04-24 11:51:51.275945,,
408,,7,2025-04-24 11:51:51.277723,,
409,,7,2025-04-24 11:51:51.279673,,
410,,7,2025-04-24 11:51:51.281562,,
411,,7,2025-04-24 11:51:51.283394,,
412,,7,2025-04-24 11:51:51.285231,,
413,,7,2025-04-24 11:51:51.287062,,
414,,7,2025-04-24 11:51:51.289203,,
415,,7,2025-04-24 11:51:51.291211,,
416,,7,2025-04-24 11:51:51.293087,,
417,,7,2025-04-24 11:51:51.294987,,
418,,7,2025-04-24 11:51:51.296824,,
419,,7,2025-04-24 11:51:51.298653,,
420,,7,2025-04-24 11:51:51.300508,,
421,,7,2025-04-24 11:51:51.302601,,
422,,7,2025-04-24 11:51:51.304468,,
423,,7,2025-04-24 11:51:51.306358,,
424,,7,2025-04-24 11:51:51.308196,,
425,,7,2025-04-24 11:51:51.310027,,
426,,7,2025-04-24 11:51:51.311868,,
427,,7,2025-04-24 11:51:51.313738,,
428,,7,2025-04-24 11:51:51.315525,,
429,,7,2025-04-24 11:51:51.317374,,
430,,7,2025-04-24 11:51:51.319179,,
431,,7,2025-04-24 11:51:51.320983,,
432,,7,2025-04-24 11:51:51.322795,,
433,,7,2025-04-24 11:51:51.324632,,
434,,7,2025-04-24 11:51:51.326640,,
435,,7,2025-04-24 11:51:51.328458,,
436,,7,2025-04-24 11:51:51.330348,,
437,,7,2025-04-24 11:51:51.332334,,
438,,7,2025-04-24 11:51:51.334181,,
439,,7,2025-04-24 11:51:51.336015,,
440,,7,2025-04-24 11:51:51.337884,,
441,,7,2025-04-24 11:51:51.339701,,
442,,7,2025-04-24 11:51:51.341539,,
443,,7,2025-04-24 11:51:51.343444,,
444,,7,2025-04-24 11:51:51.345302,,
445,,7,2025-04-24 11:51:51.347163,,
446,,7,2025-04-24 11:51:51.349004,,
447,,7,2025-04-24 11:51:51.350886,,
448,,7,2025-04-24 11:51:51.352810,,
449,,7,2025-04-24 11:51:51.354676,,
450,,7,2025-04-24 11:51:51.356476,,
451,,7,2025-04-24 11:51:51.358527,,
452,,7,2025-04-24 11:51:51.360399,,
453,,7,2025-04-24 11:51:51.362176,,
454,,7,2025-04-24 11:51:51.363993,,
455,,7,2025-04-24 11:51:51.365979,,
456,,7,2025-04-24 11:51:51.367840,,
457,,7,2025-04-24 11:51:51.369652,,
458,,7,2025-04-24 11:51:51.371518,,
459,,7,2025-04-24 11:51:51.373335,,
460,,7,2025-04-24 11:51:51.375153,,
461,,7,2025-04-24 11:51:51.377039,,
462,,7,2025-04-24 11:51:51.378900,,
463,,7,2025-04-24 11:51:51.380768,,
464,,7,2025-04-24 11:51:51.382619,,
465,,7,2025-04-24 11:51:51.384447,,
466,,7,2025-04-24 11:51:51.386265,,
467,,7,2025-04-24 11:51:51.388111,,
468,,7,2025-04-24 11:51:51.389930,,
469,,7,2025-04-24 11:51:51.391719,,
470,,7,2025-04-24 11:51:51.393515,,
471,,7,2025-04-24 11:51:51.395557,,
472,,7,2025-04-24 11:51:51.397406,,
473,,7,2025-04-24 11:51:51.399437,,
474,,7,2025-04-24 11:51:51.401285,,
475,,7,2025-04-24 11:51:51.403157,,
476,,7,2025-04-24 11:51:51.405259,,
477,,7,2025-04-24 11:51:51.407091,,
478,,7,2025-04-24 11:51:51.408895,,
479,,7,2025-04-24 11:51:51.410671,,
480,,7,2025-04-24 11:51:51.412474,,
481,,7,2025-04-24 11:51:51.414320,,
482,,7,2025-04-24 11:51:51.416316,,
483,,7,2025-04-24 11:51:51.418374,,
484,,7,2025-04-24 11:51:51.420517,,
485,,7,2025-04-24 11:51:51.422706,,
486,,7,2025-04-24 11:51:51.424736,,
487,,7,2025-04-24 11:51:51.426790,,
488,,7,2025-04-24 11:51:51.428895,,
489,,7,2025-04-24 11:51:51.431018,,
490,,7,2025-04-24 11:51:51.433140,,
491,,7,2025-04-24 11:51:51.435141,,
492,,7,2025-04-24 11:51:51.437145,,
493,,7,2025-04-24 11:51:51.439208,,
494,,7,2025-04-24 11:51:51.441237,,
495,,7,2025-04-24 11:51:51.443303,,
496,,8,2025-04-24 11:51:51.445243,,
497,,8,2025-04-24 11:51:51.447107,,
498,,8,2025-04-24 11:51:51.449126,,
499,,8,2025-04-24 11:51:51.451049,,
500,,8,2025-04-24 11:51:51.452900,,
501,,8,2025-04-24 11:51:51.454716,,
502,,8,2025-04-24 11:51:51.456586,,
503,,8,2025-04-24 11:51:51.458579,,
504,,8,2025-04-24 11:51:51.460443,,
505,,8,2025-04-24 11:51:51.462309,,
506,,8,2025-04-24 11:51:51.464308,,
507,,8,2025-04-24 11:51:51.466078,,
508,,8,2025-04-24 11:51:51.467895,,
509,,8,2025-04-24 11:51:51.469699,,
510,,8,2025-04-24 11:51:51.471514,,
511,,8,2025-04-24 11:51:51.473330,,
512,,8,2025-04-24 11:51:51.475207,,
513,,8,2025-04-24 11:51:51.477099,,
514,,8,2025-04-24 11:51:51.479008,,
515,,8,2025-04-24 11:51:51.481020,,
516,,8,2025-04-24 11:51:51.482881,,
517,,8,2025-04-24 11:51:51.484889,,
518,,8,2025-04-24 11:51:51.486740,,
519,,8,2025-04-24 11:51:51.488648,,
520,,8,2025-04-24 11:51:51.490506,,
521,,8,2025-04-24 11:51:51.492403,,
522,,8,2025-04-24 11:51:51.494408,,
523,,8,2025-04-24 11:51:51.496235,,
524,,8,2025-04-24 11:51:51.498160,,
525,,8,2025-04-24 11:51:51.499984,,
526,,8,2025-04-24 11:51:51.501816,,
527,,8,2025-04-24 11:51:51.503636,,
528,,8,2025-04-24 11:51:51.505483,,
529,,8,2025-04-24 11:51:51.507280,,
530,,8,2025-04-24 11:51:51.509125,,
531,,8,2025-04-24 11:51:51.511015,,
532,,8,2025-04-24 11:51:51.512839,,
533,,8,2025-04-24 11:51:51.514694,,
534,,8,2025-04-24 11:51:51.516479,,
535,,8,2025-04-24 11:51:51.518298,,
536,,8,2025-04-24 11:51:51.520309,,
537,,8,2025-04-24 11:51:51.522626,,
538,,8,2025-04-24 11:51:51.524524,,
539,,8,2025-04-24 11:51:51.526350,,
540,,8,2025-04-24 11:51:51.528200,,
541,,8,2025-04-24 11:51:51.530087,,
542,,8,2025-04-24 11:51:51.531902,,
543,,8,2025-04-24 11:51:51.533715,,
544,,8,2025-04-24 11:51:51.535609,,
545,,8,2025-04-24 11:51:51.537441,,
546,,8,2025-04-24 11:51:51.539266,,
547,,8,2025-04-24 11:51:51.541117,,
548,,8,2025-04-24 11:51:51.542960,,
549,,8,2025-04-24 11:51:51.544818,,
550,,8,2025-04-24 11:51:51.546652,,
551,,8,2025-04-24 11:51:51.548481,,
552,,8,2025-04-24 11:51:51.550319,,
553,,8,2025-04-24 11:51:51.552170,,
554,,8,2025-04-24 11:51:51.553973,,
555,,8,2025-04-24 11:51:51.555845,,
556,,8,2025-04-24 11:51:51.557679,,
